author,text,like_count,cluster
@syamsulhuda242,"Hidup dibawah naungan pohon mangga malah kejatuhan buah mojo  alias gk tepat sasaran,,,,,  , mantab.",0,1
@razahra6181,"Mba nana di sini suaranya udh bergetar, tapi perjuangannya gak gentar :) beliau ttp menajamkan pertanyaan,, panjang umur mba dan setiap kebaikan yg diperjuangkan 1:31:50",1,1
@islapuff-mr6re,iya maju terus pak pres dan wakilnya jangan dengarkan suara suara syetan yang nggak penting nggak jelas,0,1
@NunungNurdin-v5g,Kabar koruptor sepi udahpadangembalin cara diem diem kali,0,1
@NunungNurdin-v5g,Pupuk mah Al insek mahalpungisidamahalmakinsuusah ngomonggampang nyatanya OMON OMON dodol,0,1
@dna_pudu,"2:15:53 what? kalo yg kasian cuma anaknya koruptor, terus ga kasian gitu sama ribuan lebih anak Indonesia?",0,1
@HarmenaKatili-v6l,"Assalamu'alaikum,,,min sy minta tolong sampaikan kepada BPK presiden yaa jgn lupa lbih d perhatikan lagi rakyat pedesaan bahkan desa-desa yg sudah lama GK maju padahal bantuan begitu banyak namun sampai detik ini belum ada bukti karyanya",0,1
@Pergaulantambung,"Rakyat yg memilih presiden dan wakil presiden, kenapa purnawirawan TNI yg mau mencopot pilihan Rakyat, Rakyat RI, yg berhak karena Rakyat yg memilih,",0,0
@Ekyjantoek227,Mbaa nana paling thebest ngasih pertanyaan nya mewakili sekali,0,2
@IswahyudiYudi-fy1ql,Petani ingin makmur pak tolong harga pupuk harus murah terjangkau  peralatan pemerintah membantu air dari irigasi ada  baru makmur petani  seperti Vietnam   seperti jaman Suharto baru hebat jangan ada koroptor pada petani,0,1
@musafir7189,"Ya Allah,, Aku berhasil menonton video ini sampai akhir, SAMPAI AKHIRRR.
Enggak nyangka aku sekuat itu!",0,1
@MisbhahulMunir,Punya presiden gini amat yak🥲,0,0
@MitraSembako-g4g,sayah maap bukan orang pintar tapi prekdisi tepat salah pilih hacur negara,0,1
@MitraSembako-g4g,maap jurnali yg terhormat jg hanya bicara dimeja tapi harun terjun kelapangan itu penting tujuwannya kortrol jg sampai bicara dimeja A pas di lapangan B selanjutnya mukin lebeh paham salam ra.yat jelata,0,1
@Ronaldreagent8918,Selamat menikmati presiden pilihan anda😂😂😂😂😂,0,0
@zulfikarawan9663,Angin,0,1
@TrimoMukti-m6w,Harga hasilpetanimoncrot sepertisingkong.,0,1
@royprayogi,gak kuat sampe selesai isinya omon omon.............ngantuk bikin mual 😜,0,1
@LinLin-b4b,Terutama menteri pendidikan dan kesehatan beri teguran keras...utk  sekolah n kesehatan gratis tdk berjalan,0,1
@LinLin-b4b,Teori aja bisa ..yg penting sekolah gratis sampai sarjana. Dan kesehatan juga gratis..itu baru memelihara rakyat..buktikan  setahun kepemimpinan anda..,0,1
@arhamcemare8678,Pak presiden Prabowo sangat obyektif,3,0
@farelemeraldi7716,Polisi atau yg okunum  di pct sja  sbb mereka TDK peduli dgn akibatnya hanya uang uang di otaknya sahkan UU hukum mati korupsi prampasan aset baru bisa sjatra,0,1
@TriYanto-ir3ku,"Jangan hiraukan merekapesiunan yang dimtori megawtsi rajakorup
Ingin bebas semua aktornya BPK presdtetap pegangkomitmen sendiri partai wong ciliktapi part wong licik",0,1
@daffaghifari8941,"Presiden terbaik sampai detik ini adalah pak Jokowi,di setiap pidato dan wawancara sperti ini beliau jelas dalam menyampaikan gagasan ,,perbrdaan nya sama presiden saat ini 10/5",0,0
@henrikenikolaus.sinaga9955,"Ibu Najwa yang terhormat , saya henrike nikolaus maaf kalo saya kurang sopan .
Di sini saya ingin meminta bantuan Ibu perihal penipuan pak terhadap keluarga saya yang telah di tipu pak .
Mohon belas kasihannya pak .
Terimakasih",0,1
@ikunnasi4843,Presiden jawabanya gak ada MUTU..!!!!!,0,0
@bwxcrew,"Saya sebagai perwakilan seonggok pemuda di pegunungan himalaya, mengucapkan terima kasih atas diskusi yang sangat interaktif ini 😊",1,1
@RadenDoaibu-x9f,Asalamu'alaikum,0,1
@RosEffendi,Ngomong opo o ngomong opo oo...,0,1
@RosEffendi,Apa yg ditanya tadi apa pula yg di jawab bapak ini. GK ngerti saya. Sudah banyut ke mana mana pak pak pak...😢,0,1
@lynnndong2398,Saya sampe ketiduran jadi apa substansi dari vidio ini,1,1
@soekrisna2329,JADI TINGGAL SAT SET MENGIPLEMENTASIKANNYA BAPAK KALAU SEBELUM PELANTIKAN SUDAH MENYIAPKAN DRI BAGI TUGAS DENGAN MENTERI TINGGALEVALUASI KERJA DITANGAN PRESIDEN SEBAGAI PEMIKIR AGAR UMKM JUGA TIDAK JALAN DITEMPAT  .,0,0
@nanaxmltv,Paling bener Indonesia Balikin lagi Ke Pemerintah Belanda.,0,1
@ahmadamirrudin8355,Sangarnya gx sesuai dengan awal nyapres...wes kecewa berat...maaf saya gx ikut milih...,0,1
@gosoeling9209,Banyak kuncinya,0,1
@gosoeling9209,Kibul trus.,0,1
@RusmanaSolehudin,"Pak Prabowo itu mmg BKN org jumawa dan lupa kacang akan kulitnya,sorga pemerintahan BPK sukses dan didampingi oleh pembantu"" bapa yg kredibel di bidangnya...gpp PK jgn merasa rendah diri kita belajar dari senior kita yg baik",0,1
@hasannudin5140,"Meskipun Hakim diberi gaji tinggi kalo mentalitas tidak baik maka hukum tidak baik, terbukti hakim yang tertangkap adalah bukan hakim yang miskin.
Seperti Ketua Pengadilan Hakim Agung di MA.
Sehingga tidak menjamin dengan gaji besar untuk tidak korupsi (ini terbukti &  nyata) 😂😂",0,1
@Gabriella23748,Aku berdoa sudah ada di titik mendoakan Indonesia raya,0,1
@roed74,"Kena azab apa republik ini,sampai2 di kasih pemimpin yg sprti ini",0,1
@septemberseptiaji,selaras,0,1
@septemberseptiaji,ibarat rakyat sehat negara  kuat pondasi pemimpin yg punya prinsip,0,1
@papahkenzy,videeo pengantar tidur,1,1
@maestroadiluhung7402,Rehat mbah.,0,1
@azmitourandtravelnurazmiof1104,"Ketahanan pangan, optimalkan fungsi lahan yg kosong, dan optimaljan fungsi dinas pertanian, kampus, mahasiswa dan petani dan masyarakat dan TNI untuk bersama sama berjuang meningkatkan pangan yg berkwalitas utk memenuhi kebutuhan pangan utk rakyatnya",0,1
@azmitourandtravelnurazmiof1104,"Pak presiden, yg sangat mendesak perbaikan lembaga hukum, dan sumber sumber penerimaan negara diamankan, pengeluaran sebaik effisiensi dan effektif. Tutup semua kebocoran yg ada. Saya yakin bapak pasti tahu pak. Ini perlu keberanian yg lebih.",0,0
@CahPurwokerto-p2s,Trus kapan pengesahan RUU perampasan koruptor di sahkan ini yg kita tunggu dari masyarakat pak.,0,1
@arifmuhammad2218,itu siapa yang di wawancara??,0,1
@Unoy09,"Membosankan dengan penjelasannya presiden kita, tidak ada yg masuk akal dari nyatanya di realita kehidupan di masyarakat. Kaya lagi membacakan dongeng belaka saja",0,0
@muhammadiwan4392,NGGEDABRUS BICARA NGGAK BERMUTUNYA !!!!,0,1
@TamrinSiregar-f5p,"Man 
Tao PP a kn






O

Intat kamo nkami rakya kecil
L",0,1
@EdwinLamasa-uq7mf,"Tolong pak sampaikan pada media media penangkapan narkoba tolong fotonya jangan di sensor.. Biar rakyat pastikan tersangka tidak ada di luar. 
Karna itu bukan unsur kekerasan dan seksual",0,1
@hennyimeldasingarimbun552,"150 hari pemerintahan yang bapak pimpin , menurut saya bapak gagal",1,1
@KaryadiYadi-v1c,"Yang terhormat semua yg Ada di tempat tersebut harapan kami sebagai masuarakat Keil jangan sampai di jatuh bangunkan perekonomian Dan keamanan,karena kami banyak yg jatuh bangun dalam usaha kecil kecilan hingga sekarang  harapan kemajuan dan kemakmuran kami ekonomi kecil jadi sasaran kemakmuran pemerintah semoga pemimpin Indonesia sehat dan walafiat amin",0,1
@Nofacerf,Udah muternya?,1,1
@agussalim5333,Sangat bangga kepada bapak H. Prabowo Subianto mendengar jawaban2 di berikan tampa konsep semoga sehat selalu dicanangkan u.urnya Aamiinn  YRA,0,1
@muchammadsalsabila2679,Sehat selalu pak presiden👍👍👍⭐⭐⭐⭐sukses dan lancar juga tegas kedepan maupun backnya semoga dan rakyat NKRI akan mensuport Mr presiden ⭐⭐⭐⭐,0,0
@muticollege,"Mbak najwa: ""gw diam tapi hati gw tadarus""",0,1
@muticollege,"Heh gw sbg yg ga pakar linguistik tapi bicaranya sama mbak najwa nadanya naik 😊 salah satu bentuk perlindungan jika manusia terancam, aoakoakaoaoa, terancamkah?",0,1
@muticollege,"Heh suruh Pak Prabowo baca animal farm yah, kesel gweh",0,1
@muticollege,GW SEPANJANG VIDEO MO KOMEN ASLINYA...,0,1
@muticollege,Kek nengok bapakku cok... 🙏😭 capek bngd,0,1
@muticollege,"OBJEKTIF² TAPI NUDUH ORG BYR BUAT DEMO, YAWLOH PINTARNYA PRESIDEN SEBIJI NI",0,0
@muticollege,Fenomena alam manusia ... frasa barukah?,0,1
@muticollege,"""Presiden Prabowo Yapping"" adalah judul yang tepat",1,0
@ngusngusgaming,"bohong semua itu, kayak pas jokowi mobil smk dn alat tani",0,1
@renosumarno,Berfikir POSTIF Insha'Allah bpk Prabowo jiwanya Iklas,0,1
@andreasbudiputra,Apakah terjawab???,0,1
@Sukagame5100,"Kemana harimaunya mbak najwa  , sekarang ko tidak kritis lagi malah jadi kucing dalam kandang yang lucu",0,1
@Singgih_Chan16,Mana yang belum nonton full tapi udah komentar --->,0,1
@arzhapraditya7974,"Maaf temen2, perjuangan saya berhenti di menit 20:23. Semangat buat temen2 yg masih lanjutin milestone nya.

Saya berhenti sebelum check point 1jam. Serangan mata kriyep2 nya sungguh luar biasa.",0,2
@AyaSukma,"ini isinya apaaaaa, mb najwa terimakasih telah upload video ini membuat rakyat indonesia lebih aware",0,1
@Kenzie_221,yapping bgt,1,1
@rezaaes4997,nonton jumbo sbnrnya dmna sih,1,1
@biliktimur6709,"""jokowi sangat membantu sy"" mengubah konstitusi dan lain lain🤭",0,1
@mailsangaji2521,Kunci sukses pemerintahan merah putih di akui bila hak-hak para pensiun yg sudah baxak uzur dn tdk berdaya di berikan uang PESANGON sehingga bisa hidup sejahtera dan bahagia. Bukan dimiskinkan dn di biarkan.,0,1
@mailsangaji2521,Kunci sukses pemerintahan merah putih di akui bila hak-hak para pensiun yg sudah baxak uzur dn tdk berdaya di berikan uang PESANGON sehingga bisa hidup sejahtera dan bahagia. Bukan dimiskinkan dn di biarkan.,0,1
@ahmadnabilalkahfi-nc2xp,"Siap! Ini versi komentar yang lucu tapi tetap sopan:

""Pak Prabowo itu kayak WiFi kenceng—kalau udah nyambung, semua jadi lancar! Tegas, berani, dan kalau senyum tuh bikin rakyat adem. Indonesia aman, emak-emak tenang!""

Mau yang lebih nyeleneh atau ada unsur meme-nya juga bisa, tinggal bilang aja! , makasih pak",0,1
@riniwahyuni8340,"gw cuman bertahan 15 menit dengernya, abis itu ga kuat nguap terus bahaya ketiduran 🙈",0,1
@ArJustHuman,Absolut turu,1,1
@AGrasis1,Aku nyerah,0,1
@joesoefnugraha7708,Rungkad,0,1
@tonyafandi3713,Ngantuk...🥱,0,1
@mamakbapakJangkrik,"percuma kekayaan Indonesia berlimpah jga klo rakyat blm sejahtera, korupsi merajalela rakyat makin susahh!!!",0,1
@SyamsulS-vl9kk,Inilah presiden  yg omon omon kosong yg pidato banyak  kosong,0,1
@TursinahTursinah-i9x,Memang betul ank muda mals jd petani panas panasan kotor dekil  jadi yang jd petani. Ya orang  tua yang dikampung  betul banget cocok jawaban ya nyambung pk persiden pk prabowo pengalaman   nya banyak banget,0,1
@Suwandiwandi-gb5ov,"Saya ikut gembira nonton pertemuan bp Prabowo
engan para jurnalis❤",0,1
@SuhardjoSastrosugiman-k3n,Untuk swasembada energi dgn EBT yg NZE dikatakan sangat2 mahal dan sepertinya diakui oleh beberapa pihak. Apakah beliau2 pernah mempelajari kinetic energy lain yg bersih tanpa residu dgn output harga yg murah dan aman untuk lingkungan?. perlu kiranya kita kembangkan energi nasional untuk   kedepan mengurangi ketergantungan dari pihak luar.,0,1
@AbdAzis-d8c,Di Kalimantan timur  tolong di perhatikan mulai akses jalan dan air serta pupuk belum ada semua itu,0,1
@ZulMarlis-qt2ef,"Masalah intern yang harus dibenahi, seperti Gibran yang menduduki jabatan Wapres banyak orang yang tak setuju, karena dia seorang anak yang baru gede yang masih bau kencur, dan juga belum banyak pengalaman maupun wawasan. Jadi selayaknya Gibran di ganti sebagai Wapres, karena menurut saya Gibran tak pantas menduduki jabatan itu.",0,1
@matthewedits001,Goddamn,0,1
@matthewedits001,Lord have mercy,0,1
@kacamobaja1709,"Berkali-kali nyalon presiden. Gagal nyalon lagi. Gagal nyalon lagi akhirnya duduk juga jadi presiden.  Dulu pernah terfikir apa sih alasan bapak satu ini ngotot jadi presiden.. Eh sekali duduk jadi presiden baru 150 hari masa kerjanya. Malah gini hasilnya😅😅😅😅. Kirain gg
Kacau",0,0
@MuhammadDucha-mj9ph,"Dari dulu cara pidato prabowo ya kayak gitu,gabuk tak ada isinya.omon omon omon,panjang lebar,tapi hanya cerita tanpa fakta.inikan cuma laporan pembisik pembisiknya.belum tentu dia turun ke lapangan.",0,1
@santaisejenakbos,"saya yakin para jurnalis ingin sekali mengutarakan yang sebenar benarnya dan mengeluarkan unek"" masyarakat namun beliau"" hanya mampu berucap istigfar dalam hati",0,1
@mast7506,Saya lebih prihatin dengan para jurnalis yang harus hadir secara langsung. Setidaknya kami para penonton dari youtube masih bisa diselingi dengan iklan.,1,1
@Muchtardaulay-l2p,Mantap,1,1
@Thedangduters,Briliant waow...luar biasa kalian 58% yg sudah memilih.,3,1
@trimulyani8299,Redaksi tempo gak diundang ?,1,1
@EvryDust_1,Dahlah,1,1
@overlord_id2562,semakin hancur negara ini 😭😭😭,1,1
@OksaReza-iw8ib,Bicara sedikit sebut Jokowi memang nya itu dewa.,0,2
@punciy,"Videonya cocok untuk merayakan April Fools, applause untuk narasumber👏🏻",0,1
@gurita44-ru9bu,"Gue sih udh di posisi  ahh yg penting msh bisa mkn, kemajuan infrastruktur yg dirintis pa jokowi dinikmati bnyk org. Lu mau se ideal opo sih selama korupsi masih ada dan koruptor  ngga dihukum mati ya susah. Mau kayak cina udah siap blum kebebasan berpolitik dihilangkan. Sekarang era pa prabowo yo wis kita kasih aja kesempatan. Ngga ada yg ideal, even sekelas amerika aja milih donald trump, yg bagi sebagian rakyatnya aneh.",0,1
@Kyotaka-94,Omongan fufufafa relate gk si😹,1,1
@andreasbudiputra,iya kan??? iya kan??? iya kan??? iya kan??? iya kan??? iya kan????,2,1
@wayansengen9869,Kenapa pemerintah bisa kalah apakah kemanpuan hakim pemetah lebih rendah kebanding hakim lawan apakah kalah menang dapet duit,0,1
@farel6406,kok nangis sih pak? kenapa?,1,1
@farel6406,"presiden gak ngerti soal semua masalah negeri ini, ngertinya soal militer doang asuu",2,0
@franpermana,Mantap Pk Presiden,2,0
@RahMat-fq3ue,Kabur aja dulu😂😂😂,1,1
@JackyBondan,Hukum mati koropsi pk..rakyat stuju....,1,1
@NiaYusniati06,jawaban yg tak sesuai dengan ekpetasi😂,1,1
@NOBODYMAN245,"Kasihan mentrinya d telepon jam12 malam🤣🤣
Rakyat jam 12 malem masih ada yg cari nafkah,biar anak istri bisa makan ga kasian pak?",2,1
@NOBODYMAN245,Rigen ngobrol sama indra firmawan lebih berisi🤣,1,1
@NOBODYMAN245,Sabarrrrr😢,0,1
@benedictusaditya5506,Ngalor ngidul 🥱😴,2,1
@olimgorillaz9141,MACAN OMPONG!!!  Wkwkwkw,0,1
@defristrevin3733,"Damn , presiden menanggung kesalahan anggota dia menjadi kesalahan dia.
That's amazing and wise",0,0
@wahyutrimoko4144,"Semoga pak Prabowo selalu diberikan kesehatan, keselamatan, dan di lindungi dari segala keburukan, kedzaliman, marabahaya..🤲🤲🤲",0,1
@zimzien,Ternyata 11/100 kebanyakan,0,1
@PENGEMBARA786,"Entah kenapa ya, pak Prabowo yg bicara, ko kening saya yg mengkerut 😢.",1,1
@PENGEMBARA786,Baru sadar saya kl lg mendengar orang lagi berkumur-kumur berbicara 😂😂😂,1,1
@emyegeHehe,Udah yappingnya?,3,1
@evawelia7786,Ya Allah... salut sm kesabaran para jurnalist. Jihad abis ini...  maafkan sdh pegel tp isi nya so so... semangat para jurnalist ! 😂👍,3,2
@What100M,"Omong doang padahal sudah ngetweet siapa yang korupsi akan dihukum mati eh pas sudah jadi presiden malah tidak sesuai dengan apa yang dibicarakan, mending pindah negara, hidup di negara broken ini percuma gak akan ada hasilnya😊",2,1
@EciArifianti,"Hampir semua komentar disini sudah mewakilkan pendapat saya😂😭😂 untuk mbak Nana, proud of you mbak❤ 
Dan bu Uni Lubis keren",1,1
@RudiHardani-q4c,❤ Masyaallah subhanallah Alhamdulillah Allahu Akbar aku sudah mendukung sp untuk memajukan negara republik Indonesia ini semoga sang Satrio paningit dapat memakmurkan dan mensejahterakan rakyat Indonesia ini Aamiin semoga bermanfaat untuk kita semua waallaikum salam warahmatullahi wabarokatu Allahu Akbar ❤,0,1
@RudiHardani-q4c,❤ assalamuallaikum bismillahirrahmanirrahim terimakasih atas informasi dan afirmasi kebaikan boleh Negara itu kaya tapi jgn sampai menyakiti rakyat miskin karena negara yang kaya ada lah negara yang makmur dan sejahtera dan tidak ada lagi rakyat nya yang miskin semoga ini bermanfaat untuk kita semua Aamiin waallaikum salam warahmatullahi wabarokatu Allahu Akbar ❤😊,0,1
@Foryoutoofriend,kok malah jadi  bosan dengar nya,1,2
@MuhammadRizki-gm1cu,"saya menyerah, baru menit 14:42 sudah ngantuk mohon maaf gk bs sampai akhir",0,1
@MisterNdutOfficial,"1:54:37  saya fokus gesture2 pemred *salfok bahasa tubuh dsb 
Semangat pemred  pegang teguh Pilar ke 4 demokrasi 
Sehat2 pak prabowo ..lanjut",1,1
@vascoshot1,"Ibarat jalan 10kilo, jadinya 1000kilo, muter² dulu jawabannya😅",0,1
@owkeydowkey,"Mantap pak prabowo, Gaslightnya luar biasa😅",0,1
@imams6498,Sehat terus pak Prabowo @prabowo,0,1
@mochratno9783,Ingin tahu banget pendapat dari sudut pandang  Bu Najwa Shihab untuk kasus Oci/taman Safari tentang kebiadaban pemilik usaha pada pemain sirkusnya 🙏🏻,0,1
@surabayaexxis6623,Bangga menjadi pemilih Anies Baswedan,0,1
@kgalihs,"pertanyaan nya sangat bagus-bagus, macam-macam dan detail, jawaban nya sabu, narkoba di bolak-balik doang",0,2
@muhammadrivaldy9702,"Hiduuupp jokowiiiiii...!!!
Hiduuupp koruptor...hiduuupp   mafiaaa ..hidup 9 naga...!!!
Hidup rakyat melarat....!!!
Muakkk...",0,1
@AgusTasikmalayaAgus-pp3zl,"asalamualaikum yg sya mulyakan dn hormati dn hti fnh doa dn ksih  dn termkasih atas fercrahan yah atas bfa fesiden yg smuah banggakan dn smg ini atas ijn Rido alah bfa bsa ,beli bibit tnaman yg bgus dn ini sngt fenting bgi kita smuah dn bibit yah bgus di tanam di negra kita ini fasti hsil yah baik dn subur dn fufuk yah murah tfi brang yah berkewalitas dn smg ini kedefan yah sukses dn smg cfat ambil hsil yah dn smg kotayah mju fnh syum dn smg warga yah bhgia amin dn smg smuayah alah berikan sht walafiat ,🌹🙏🌹😎💅",0,1
@satriowirang7308,Presiden cap opoooooo Iki?! 😅😅😅😅😅😅😅😅😅😅 Cocok ancen duet Karo Mulyono. Jayalah negeriku!!!!,0,0
@andrytanjaya9706,Rapat para gorosei,0,1
@safirandilaleng8045,Liatlah presiden kt skrg asal bicara alias omon-omon,0,1
@thegaz2449,"“Apakah Danantara bukan sekadar proyek geopolitik ekonomi, melainkan laboratorium supremasi intelijen komersial yang digagas oleh koalisi diam antara taipan Asia Tenggara, eks-koruptor terputih bernama Thaksin, jaringan shadowbank Silicon Valley, dan dua eks pemimpin dunia dengan legacy unfinished business (Prabowo dan Trump) — di mana seluruh narasi ‘tarif ekspor-impor, lisensi, dan TKDN’ hanyalah cover story untuk melakukan negosiasi barter aset digital dan kepemilikan sovereign wealth fund lintas benua dengan konsekuensi tak terbalas dalam kurs waktu geopolitik?”",0,1
@IrfaKhafi,Semoga solusi g cuma omon2...aja...,0,1
@hendrasaputraadiko8888,Alhamdulillah 🤲 sehat selalu bapak presiden ku 🥰,0,0
@RizqiPutra-j2q,Koruptor pada tertawa 🤣🤣 . Karna gk ada hukuman mati,0,1
@yudistirapratama6816,"menit ke-30 aja udah males nonton nya, dari setiap pendapat nya keliatan beliau pusing jg jawabnya, aneh",0,2
@alongmaniafishing,"Desak dpr dan sahkan dulu undang” perampasan aset koruptor dan dimiskinkan pak 
Karena itu landasan utama saat ini yg diperlukan untuk pembuatan undang” selanjutnya 
Percuma dibuat undang” baru atau memitigasi sistem baru 
Karena dasar pengawasan undang” sendiri masih lemah 

Selama undang” perampasan aset dan koruptor dimiskinkan belum di sahkan 
Kebocoran selalu masih besar 
Bahkan badan pengawasanpun berani untuk bermain",2,1
@sarathalia.s7152,"Luar biasa Pak Prabowo, sehat selalu, diberikan hikmat kebijaksanaan dari Tuhan dalam memimpin negara Indonesia",0,1
@yuli34347,terimakasih mbak nana sudah menampilkan video ini ke publik saya tidak tahu akan selesai menonton nya atau tidak karena baru di menit 10 saya merasakan reaksi yang sangat luar biasa yaitu ngantuk parah karena dongeng sang pemerintah yang katanya dia bahagia atas kinerja nya,9,2
@NoName-r4s8p,"Dari sekian komen, isinya mengkritik cara menjawab presiden, dan... 
Kebanyakan orang yang membela presiden, komennya berada di dalam  komentar orang lain. 

Saya ingin tanya, menit berapa perkataan presiden yang bisa membuat kita bangga??",2,0
@ovaexa,vibesnya tv 90an bgt,2,1
@S_XIAOTING,"Yang di tanya PENCAPAIAN malah ngadongeng ke mana²😅.  

Kebanyakan Ngerumpi pemerintah sekarang.jadi eksekusinya tidak terlihat.",1,1
@habibhalim-rh5hd,"lama kali 3 jam, sepanjang ini vidio yg bakal gue resume di double folio banyak bgt pasti",0,1
@AryoSeto,"Diskusi ini sepertinya cocok untuk menjadi tuntunan dzikir dan memohon ampunan, karena selama menonton saya jadi banyak mengucapkan istigfar",0,1
@NatanLasmidi,Merdeka semagat berjuang untuk bangsa indonesia dengan kerjasama dengan baik,0,1
@newmindgeneration5678,"Sampai pada pembahasan mengenai hukuman bagi para koruptor, saya kira semua presiden tak bisa berbuat banyak, saya meminjam istilahnya Almarhum Gusdur : ""Tikusnya sudah menguasai lumbung"".",0,0
@SalamaSalama-d1p,"Saya ngantuk nunggu jawaban,, tapi hanya omon omon, sepertinya presiden kita blum tau permasalahan di negriya",0,1
@minidrone30,1:47:58 SUPERSEMAR 😂😂😂😂😂,3,1
@pampam-tu8hj,Teruskan pak mensejahterakan keluarga KORUPTOR...,0,1
@anitafebri4774,"Males mau nonton, 😅",0,1
@wiznurafael3608,Ternyata kosong 😂,0,1
@robbyalamsyah5935,"kalo lu susah tidur, tonton video ini",1,1
@AmiruddinZakaria-q6j,Sy sangat menaruh harapan kpd Bpk Prabowo Subianto sebagai Presiden  . Salah satu programnya berusaha menghilangkan kebodohan & kemiskinan. Sy salah seorg warga Indonesia yg masuk kategori tidak mampu. Yg pernah menerima BLT sebesar 600 rb perbln. Tapi sekarang sudah dihentikan,1,1
@AmiruddinZakaria-q6j,Semoga Pa Prabowo sehat dan sukses dlm menjalankan pemerintahannya,0,1
@xiorhamble6495,Balikin 3 jam saya,2,1
@Heriantopardede-d1q,Bagus apanya pak? Nilai rupiah semakin melemah. Bukankah itu artinya ekonomi kita semakin memburuk pak?,0,1
@Heriantopardede-d1q,Bagaimana tentang pajak pak presiden? Tolong di evaluasi lagi lah. Salah satu yg kami sangat keberatan yaitu pajak cukup tinggi dan satu hal lagi masa tunjangan hari raya juga harus potong pajak,0,0
@HudaChoirul-u8w,Bukanya itu Presiden pilihan kalian 🤣,0,0
@MamasNgapak,cukup 1 kali periode,1,1
@rifai1892,mul mul mulyono solololo,0,1
@gradasisemesta,"Pak masalah pangan itu gak mesti ada campur tangan pemerintah atau negara, terlebih jauh sebelum ada pemerintahan atau negara masyarakat secara individu bisa cari makan. Makanan pokok di setiap daerah juga beda beda, misal di papua sana makan papeda dan umbi umbian seperti singkong dan ubi, sekarang diajak makan nasi sehingga ketergantungan makanan pokok yg bukan budaya mereka.",0,1
@thoyilexzy1568,"Kenapa 7 orang ini sukses jadi Pemred , ternyata kuncinya bisa selalu menyenangkan dan sabar terhadap orang tua,... mendengar kan kata kata orang tua itu bisa membuat kita sukses.,.. ayo kita simak 3 jam semoga bermanfaat untuk esok mengingat bandingkan beban kita ternyata masih lebih besar beban 7 jurnalis terbaik ini 3 jam gak pingsan termasuk kuat dalam ujian.❤❤❤",0,1
@MayangSari-k3b,Persis kayak kakek ttngga....certa masa luluuu trussss.  Minta solusi di jawab dongeng 😅😅😅😅😅😅😅,0,1
@Lambangs16,Menyesal kmaren nyoblos situ....,0,1
@FlashHight,yang komen kebanyakan buzzee tanpa melihat video secara full 😂,0,1
@sonysaputra6600,anjr*t supersemar 😂,0,1
@firliardyansyah5132,Kualitas jawabannya kaya bapa bapa pos ronda,0,1
@noviseftiani4043,"55.46 rusuh aja lu ga dengerin maunya rakyat apalagi ga bersuara sama sekali, dari bahasanya playing victim banget",1,1
@AsepSahrodin,Assalamualaikum... Mbak Najwa Shihab. Saya mau minta tolong ke pak Prabowo. Tolong bagai mana cara penyampaiannya. Saya butuh sekali pertolongan pak Prabowo 🙏🏻🙏🏻🙏🏻,0,1
@maheshardhana831,"Kami msh suka puasa Pak, Krn tdk ada yg bs dimakan...",0,1
@agunglameng4250,dongeng tidur terbaik 2025,1,1
@agunglameng4250,"3,5 jam gak ada intinya. gak menjawab kegelisahan rakyat. luar biasa memang",1,1
@channelduniainiberputar12r51,OMON OMON,0,1
@vonnidita6059,Ngomong aja susah banget ni orang. Kebanyakan eeeee,2,1
@yosefharyanto8301,bisa di nilai sendiri kualitas pemimpin kita sekarang.,0,1
@maharanisalon9571,4 mnit aja aku nonton nya. Males ah,0,2
@maharanisalon9571,Knp jd kyaa gitu Prabowo gak jls bngt,0,1
@WisaAina,"Pak, program makan siang gratis bapak tidak ada sama sekali dirasakan oleh daerah kabupaten asahan sumatera utara. Belum ada satu sekolah pun yg merasakannya pak. Padahal wilayahnya wilayah yg bersyukur ada anak sekolah karna masih jauhnya dari kemajuan",0,1
@WisaAina,"Pak tolong pak, belusukan lagi ke daerah daerah terpencil. Langsung dengarkan apa yg dirasakan rakyat. Bapak langsung mendengarkanya pak.  Kami bukan kelaparan  pak tapi kami lebih khawatir klw tidak ada lagi jalur bersih. Semua harus menggunaka orang dalam dan semua harus melalui penyogokan",0,1
@IkhaDea,"Orak genah pemimpin sak iki, masyarakat sak iki menderita, kebijakanora enek sing pro rakyat, ngomong ngalor ngidul ora enek titik terang,  jancok.",1,1
@gibranschannel3035,SUPERSEMAR🔥🔥,1,1
@NurIwhan,"Semoga transparansi dibawah kepemimpinan bpk Prsiden menjadi kenyataan, mengatasi masalah permasalahan bangsa dgn cepat dan tuntas. Sehingga kata2 omon2 tidak terbukti.",0,1
@neti5574,Penasaran beli baju model prabowo itu dijual dimana? Udah susah dicari itu langka 😅,0,1
@dimaspray9266,Mana jawabannya?,0,1
@Kei67739,"kaum 58% adalah kaum yg sakit hati ketimbang yang 24% sama 16%,karena 3 kali nyalon kalah mulu😂",0,1
@rizamaulana2467,hah?,0,1
@toffiqjeffer5119,"Presiden menjawab ❌
Presiden mendongeng ✅",137,0
@Selatanstories,Syang sekali tidak ada pembahasan guru honorer.,0,1
@shanks_channel,"Sehat selalu p Prabowo,pada kemana kaum 58%???kasih tanggapan dunk..apa lagi banyak istighfar...banyak lho yg bilang pemimpin kita saat ini omon2",0,1
@zainridha6429,Baru 9 menit udah ngantuk 😔,1,1
