comment_id,author,text,published_at,like_count,cleaned_text,original_length,cleaned_length,word_count
Ugxifus4f0KbDJpLBK54AaABAg,@JenikeyTimu-i7p,"Dan TNI juga Pa dr tingkat Propinsi, Kabupaten, Kecamatan ingkar TNi bisa di beli juga sama Korea Korea Pa, jadi Masyarakat Sengsara Pa dan jadi Korban🇲🇨🇲🇨❤️❤️❤️👏👏👏",2025-04-29T16:57:35Z,0,tni tingkat propinsi kabupaten kecamatan ingkar tni beli korea korea masyarakat sengsara korban,164,95,13
Ugyi4qGhPBnl_m8JdJd4AaABAg,@JenikeyTimu-i7p,"Yang Punya duit Banyak itulah yg berkuasa, Gubernur, Walikota dan Bupati,dr Keamanan dlm Negeri Kapolda Kapolres dan Kapolsek bisa di beli🇲🇨🇲🇨❤️❤️❤️👏👏👏",2025-04-29T16:53:30Z,0,duit berkuasa gubernur walikota bupati keamanan dlm negeri kapolda kapolres kapolsek beli,151,89,12
UgzYJ3rEdjiybRkJjsF4AaABAg,@JenikeyTimu-i7p,"Jadi Gubernur tipu Menteri dan Menteri Pulang tipu Presiden jadi sama sama tipu Pa, Apa lagi Bangka Belitung ini Gila suap sogok🇲🇨🇲🇨❤️❤️❤️👏👏👏",2025-04-29T16:50:30Z,0,gubernur tipu menteri menteri pulang tipu presiden tipu bangka belitung gila suap sogok,141,87,13
Ugwlfy1DxroAV1ET0bl4AaABAg,@JenikeyTimu-i7p,"Krn Mentri DTG ke daerah bukan temui Masyarakat di lapangan tapi temui Gubernur DTG di Hotel berbintang, jadi Gubernur tipu Menteri, dan Menteri Pulang tipu Presiden ini Fakta Pa 🇲🇨🇲🇨❤️❤️❤️👏👏👏",2025-04-29T16:47:09Z,0,krn mentri dtg daerah temui masyarakat lapangan temui gubernur dtg hotel berbintang gubernur tipu menteri menteri pulang tipu presiden fakta,192,140,20
Ugw9NfzrMJvCXbiaw014AaABAg,@JenikeyTimu-i7p,"Ini Mohon maaf Pa bukan ngadu tapi cuma kasih tau Pa, Jgn seperti sebelum sebelumnya Pa, Krn Para Mentri DTG kedaerah bukan temui Masyarakat tapi DTG Ke Gubernur di terimah di Hotel berbintang, 🇲🇨🇲🇨❤️❤️❤️👏👏👏",2025-04-29T16:42:44Z,0,mohon maaf ngadu kasih tau jgn krn mentri dtg kedaerah temui masyarakat dtg gubernur terimah hotel berbintang,207,109,17
Ugybx5kDBt_sZtZcIcN4AaABAg,@mohammadalfian1796,Asw.kami.rakyat.biassa.pokoknya.prapasan.akset.segera.di.sahkan.karna.sebelum.jadi.preseden.bapak.prabowo.sudah.janji.sama.rakyat.ini.yg.rakyat.tagih,2025-04-29T15:57:56Z,0,asw rakyat biassa pokoknya prapasan akset sahkan karna preseden prabowo janji rakyat rakyat tagih,149,97,14
UgxTLr7c0WSNlaEWNnd4AaABAg,@mahdhalenha7712,Herannn sama yang komen hujatt... Mereka nonton ngga ndengerin ... Ndengerin pula hatinya udh ketutup... Udh diselimuti sengit sebel dan benci ya begitu... Ngehujaaaaad mulu isinya... Komen2 nya ga bijak ujung2nya😂😂😂,2025-04-29T14:45:18Z,0,herannn komen hujatt nonton ngga ndengerin ndengerin hatinya udh ketutup udh diselimuti sengit sebel benci ngehujaaaaad mulu isinya komen nya bijak ujung nya,216,157,23
UgyrXlb0MR9UuMF0LqR4AaABAg,@cutie.caratt,"keren yang di sana dengerinnya, kita disini udah istighfar mulu😢",2025-04-29T14:35:03Z,0,keren dengerinnya udah istighfar mulu,64,37,5
UgyYY6uDuBeo-8EcI694AaABAg,@mahdhalenha7712,Menit ke 2jam lebih 40menit... Kami berharap bapak presiden.. Doa kami.. Bapak diberikan sehat sellalu dan dijauhkan dari orang2 dzolim yang berbuat jahat pada bapak.. Kami bangga dan bersyukur adanya bapak menjadi presiden.. Pelan2 insya Alloh yang kemarin ter phk kembali mendapatkan kerja dengan lapangan kerja yang terbuka ke depan,2025-04-29T14:25:27Z,0,menit jam menit berharap presiden doa sehat sellalu dijauhkan orang dzolim berbuat jahat bangga bersyukur presiden pelan insya alloh kemarin ter phk kerja lapangan kerja terbuka,335,177,26
UgzUOBhb_ZDOmeUJjf14AaABAg,@mahdhalenha7712,Semoga next ada lagi yah mba nana❤❤❤ suka banget ndengerin interaksi pak presiden dengan para reporter2 ternama diindonesia.. Semua pembahasan bener2 daging..,2025-04-29T14:15:11Z,2,semoga next yah mba nana suka banget ndengerin interaksi presiden reporter ternama diindonesia pembahasan bener daging,158,118,16
UgySk_-Y-T0wkCg137h4AaABAg,@JohanPurba-r7d,"Pak prabowo seandainya masyarakat bisa berkomunikasi dengan bapak. Hati bapak pasti menangis melihat masyarakat yg masih banyak susah sekali di pelosok pelosok. Sementara yang korupsi di indonesia tidak mau kalau satu juta, kalau melihat dari berita, mensos  masyarakat melihat yg korup ratusan juta milyaran, sementara masyarakat dipedesaan bamyak yg terlantarkan . Tlg ya pak segala aparatur negara supaya bapak pesan bersatu membasmi segala kejahatan.",2025-04-29T13:17:29Z,1,prabowo seandainya masyarakat berkomunikasi hati menangis masyarakat susah pelosok pelosok korupsi indonesia juta berita mensos masyarakat korup ratusan juta milyaran masyarakat dipedesaan bamyak terlantarkan tlg aparatur negara pesan bersatu membasmi kejahatan,454,261,31
UgzbFuqcs0vMgOaByuJ4AaABAg,@JohanPurba-r7d,"Semoga pak prabowo sehat selalu, dalam lindungan Tuhan diberi kebijak samaan. Pak kami atas nama masyarakat memohon, tentang obat obatan terlarang di Indonesia supaya bapak perhatikan keamanan yang segera dibasmi dan dicari dari mana asal usul nya masyarakat menilai pihak kepolisian sepertinya, kurang serius untuk menangani kasus tersebut. Jadi tlg pak sekiranya, kalau pihak kepolisian inggak mampu, ikut sertakan aja TNI supaya cepat tuntas. Kasian pak generasi muda mudi kita. Terimakasih pak atas kebijakan bapak nantinya, kami tunggu. ❤❤❤❤❤❤❤",2025-04-29T12:46:48Z,0,semoga prabowo sehat lindungan tuhan kebijak samaan nama masyarakat memohon obat obatan terlarang indonesia perhatikan keamanan dibasmi dicari usul nya masyarakat menilai kepolisian serius menangani tlg kepolisian inggak sertakan aja tni cepat tuntas kasian generasi muda mudi terimakasih kebijakan tunggu,549,305,40
UgyTedYvkCSh8aww52Z4AaABAg,@titiwahyu_98,Oke  jelas,2025-04-29T12:38:47Z,0,oke,10,3,1
UgxNRoxykKEZrq8N4LR4AaABAg,@ramagarbadin3158,Mau pemimpin yang seperti apa sih. Gak ada manusia sempurna yg jadi pemimpin kecuali Nabi Muhammad dan Imam Mahdi.,2025-04-29T08:06:09Z,0,pemimpin sih gak manusia sempurna pemimpin kecuali nabi muhammad imam mahdi,114,75,11
Ugw_Sf1i03TCAYvYUwV4AaABAg,@abdulmuhit7777,"respect, doa terbaik untuk beliau dan teman2 seperjuangannya, mudah-mudahan diberikan kekuatan dan selalu dalam bimbingan dan petunjuk dari Allah swt, aamiin.",2025-04-29T07:59:22Z,0,respect doa terbaik beliau teman seperjuangannya mudah mudahan kekuatan bimbingan petunjuk allah swt aamiin,158,107,14
UgyDKDOo2SuabtXKCY54AaABAg,@ZHC.2024,Ini baru pas.. Adem,2025-04-29T06:28:04Z,0,pas adem,19,8,2
UgyfZbyV2qoomf-BYCB4AaABAg,@BonarTmbunan,",jangan,ragu,pak,parabowo,bapak,pilihan,Rakiat,jangamudagoyah,",2025-04-29T03:43:35Z,0,ragu parabowo pilihan rakiat jangamudagoyah,62,43,5
UgzOUAKKKaItP2mAYU54AaABAg,@wulakadaabdul6722,"Jangan lupa sejarah pak presiden , selain berbagai kebijakan yang diambil menyangkut swasembada pangan ada satu hal yang menjadi perhatian adalah peranan penyuluh pertanian sebagai ujung tombak dalam pembangunan pertanian. Dimana setelah tahun 1984 kita swasembada beras setelah itu setelah otonom status mereka diserah ke daerah peranan mulai berkurang dan sekarang tidak kedengaran lagi. Untuk itu kami sebagai eks Penyuluh pertanian spesialis memohon agar dalam pemerintahan bapak penyuluh pertanian agar dikembalikan ke pusat. Bilang perlu di daerah lembaganya berdiri sendiri tidak berada pada salah Dinas Teknis. Demikian sedikit masukan dari kami semoga ke depan peranan mereka semakin besar dalam mendampingi para petani kita dalam meningkatkan kebutuhan pangan di negeri ini. Salam santun",2025-04-29T03:08:47Z,0,lupa sejarah presiden kebijakan diambil swasembada pangan perhatian peranan penyuluh pertanian ujung tombak pembangunan pertanian dimana swasembada beras otonom status diserah daerah peranan berkurang kedengaran eks penyuluh pertanian spesialis memohon pemerintahan penyuluh pertanian dikembalikan pusat bilang daerah lembaganya berdiri salah dinas teknis masukan semoga peranan mendampingi petani meningkatkan kebutuhan pangan negeri salam santun,797,447,53
Ugx6Oit3jAEmZFnq5MB4AaABAg,@edysuherman1658,Menurut saya sudah bagus dialog ini.,2025-04-29T01:04:40Z,0,bagus dialog,36,12,2
UgyIm4G8K_xDSu-PAht4AaABAg,@EndangsuryanaSuryana-d9q,"Rahayu,  pundi asih terbuka...kasih sayang seorang pimpinan yang benar tau akan kepentingan rumah tangga Indonesia....dan tujuan kita menuju arah dari patriotis kemerdekaan.....yang diperjuangkan moyang kita tergapai dan tercapai pada sasaran. .indonesia bangun dan berdiri d kaki sendiri.dan mohon karena kita d kata negara miskin mari kita bangkit dari kemiskinan...pokok utama besik manusia adalah baku pokok makan ..sandang papan dalam berkehidupan MerdekaMerdeka Merdeka..Indonenia raya..hidup NKRI...salam santun HormatKami anak Bangs\",2025-04-29T00:50:03Z,0,rahayu pundi asih terbuka kasih sayang pimpinan tau kepentingan rumah tangga indonesia tujuan arah patriotis kemerdekaan diperjuangkan moyang tergapai tercapai sasaran indonesia bangun berdiri kaki mohon negara miskin mari bangkit kemiskinan pokok utama besik manusia baku pokok makan sandang papan berkehidupan merdekamerdeka merdeka indonenia raya hidup nkri salam santun hormatkami anak bangs,541,395,52
UgwSTklBHPsi6XIrsXN4AaABAg,@sugengwahono8475,Jaka sembung pegang golok,2025-04-29T00:25:40Z,0,jaka sembung pegang golok,25,25,4
UgzLVAvThN8pd-77YLt4AaABAg,@Namadoxcas,Bpk persiden berdiskusi luar biasa saya nga salah pilih keren ❤❤❤,2025-04-28T23:17:01Z,1,bpk persiden berdiskusi nga salah pilih keren,65,45,7
Ugw8efYnqYC8EsZ9PON4AaABAg,@MedianMandiri,Adakah A1 botol halus,2025-04-28T21:41:33Z,0,adakah botol halus,21,18,3
UgzzAnf5e3kGuoXwu-p4AaABAg,@taufikmoh5308,6 BLN mempersiapkan ternyata kabinetnya berisi orang orang bermasalah dan dilindungi,2025-04-28T20:54:24Z,0,bln kabinetnya berisi orang orang bermasalah dilindungi,84,55,7
Ugx0VQOIejwiEWssvIJ4AaABAg,@JoniDaswarman,Kpu tidak beres sampai sekarang ijazah jokowi tidak jelas,2025-04-28T18:30:13Z,0,kpu beres ijazah jokowi,57,23,4
UgwgPVCCXqliY9pjIkF4AaABAg,@JoniDaswarman,Dialok yg tidak membuahkan hasil untuk apa? Cuman omon2doang kayak pinokio.boneka jokowi.,2025-04-28T18:28:41Z,1,dialok membuahkan hasil cuman omon doang kayak pinokio boneka jokowi,89,68,10
Ugx_KQe5V3V8VCLHnvx4AaABAg,@djar6180,bpk prabowo❤❤,2025-04-28T18:04:46Z,0,bpk prabowo,13,11,2
UgyC7BVtmaanBwYGAaB4AaABAg,@mahdizarmawardi8507,"Prabowo, Prabowo.
Lain yg dotanya, lain yg dijawab",2025-04-28T17:10:39Z,0,prabowo prabowo dotanya,50,23,3
UgxWCLxoNA2UelX5vYF4AaABAg,@teukuadami1803,Mantap pak prabowo cukup baik fufu fafa di minggir aja.,2025-04-28T17:06:28Z,0,mantap prabowo fufu fafa minggir aja,55,36,6
UgzX3cSV_Ygbn77Rlr94AaABAg,@BagioKamid,Tenang pak rayat medukung pak prabo kiban pak,2025-04-28T15:45:44Z,0,tenang rayat medukung prabo kiban,45,33,5
UgxnQR4WFsQaQkgDWsR4AaABAg,@SofiaFirdaus26,Udah yappingnya?,2025-04-28T12:48:27Z,0,udah yappingnya,16,15,2
UgxCDVAIHyX-EMcN6L14AaABAg,@Fantoryall,"cuma mau bilang..


















oke gas oke gasss😂😂😂😂",2025-04-28T11:32:40Z,2,bilang oke gas oke gasss,57,24,5
UgxRuSUaRsNdPRmU06B4AaABAg,@HarsonoBjn,"Ganti wapres,  brantas koroptor hukum berat dan di miskinkan para koroptor,sejahterakan rakyat, kami rakyat keci di bojonegoro siap dukung pak prabowo 2 (dwa)priode.",2025-04-28T08:31:09Z,1,ganti wapres brantas koroptor hukum berat miskinkan koroptor sejahterakan rakyat rakyat keci bojonegoro dukung prabowo dwa priode,165,129,17
UgzS02pip2hK-veMvXJ4AaABAg,@user-ic4fc1io1f,saya bangga dengan pak Prabowo,2025-04-28T07:15:48Z,0,bangga prabowo,30,14,2
UgysU0XFQ_4SgSA7kfV4AaABAg,@user-ic4fc1io1f,keren pak,2025-04-28T07:15:25Z,0,keren,9,5,1
UgyBB_Ynds8KKe4dYNl4AaABAg,@endangpurwaningsih6172,"Banyak bendungan ,pengairan, jalan  untuk mobilitas hasil bumi, kebutuhan masyarakat dg mobilitasnya telah dirintis oleh pak Jokowi..semoga pak Prabowo bisa menggunakan sesuai visi nya terutama peningkatan pangan dan ekonomi.",2025-04-28T05:48:08Z,0,bendungan pengairan jalan mobilitas hasil bumi kebutuhan masyarakat mobilitasnya dirintis jokowi semoga prabowo sesuai visi nya peningkatan pangan ekonomi,225,154,19
UgxWjJ2cQdFc7o3gMGx4AaABAg,@endangpurwaningsih6172,"Membangun SDM dan infrastruktur sama pentingnya, tanpa infrastruktur yang mendukung pengembangan pangan tdk akan ada hasil yg maksimal",2025-04-28T05:42:09Z,0,membangun sdm infrastruktur infrastruktur mendukung pengembangan pangan tdk hasil maksimal,134,90,10
Ugz36-C9jMjJ9bIaSe54AaABAg,@dimazismechannel6182,"Kok ada orang yg masih gak paham? Ya gitu kalo udah benci ya apa aja yg dibilang juga pasti salah. Pak Prabowo pikirannya udah Internasional. Membawa dan membandingkan Indonesia dengan negara lain dengan program2 yg sudah sukses. Relasi nya Presiden2 negara lain. Riset dan Eksekusi. Cuma salahnya pak Prabowo setiap dia bekerja dia enggak bawa Kamera aja. Pak Prabowo mau membawa Negara ini ke next level, bukan nasional aja. Pondasi yg mau dia bangun dan tinggalkan. Tapi ya susah kalo SDM yg mau diajak next level masih di skala ini. Contohnya dapat dilihat dari komen-komen disini.",2025-04-28T05:09:06Z,0,orang gak paham gitu kalo udah benci aja dibilang salah prabowo pikirannya udah internasional membawa membandingkan indonesia negara program sukses relasi nya presiden negara riset eksekusi salahnya prabowo bawa kamera aja prabowo membawa negara next level nasional aja pondasi bangun tinggalkan susah kalo sdm diajak next level skala contohnya komen komen,585,356,51
UgxAXiHhDHCqdwq9hJZ4AaABAg,@AfrArya-jc8wo,Anjayy Jumbo the movie udah tayang di yutub secara gratis,2025-04-28T04:56:08Z,0,anjayy jumbo the movie udah tayang yutub gratis,57,47,8
UgyJaayNorZEj9kt9F94AaABAg,@maddenHutagaul-ef2rf,"Pa Presiden buat singkat, padat, jelas, transfaransi n yg paling penting bgmna masyarakat NKRI ini bs hidup dgn baik, apa saja yg perlu dipersiapkan tp bkn makanan bergizi gratis bg kami masy hal itu tdk perlu.",2025-04-28T04:29:23Z,0,presiden singkat padat transfaransi bgmna masyarakat nkri hidup dgn dipersiapkan bkn makanan bergizi gratis masy tdk,210,116,16
UgyppxIML4-99hLDzSd4AaABAg,@mlikhin2302,"Banyak disini yg berilmu tinggi,,tp hanya berkomentar busuk dan merasa paling benar ..
Sedangkan dikehidupan nyata nol besar..",2025-04-28T04:11:23Z,0,berilmu berkomentar busuk dikehidupan nyata nol,126,47,6
UgzyV3UpnCdMVSulGE14AaABAg,@Firman-g6y,Assalamualaikum warahmatullahi barakatuh tolong air untuk petani di desa desa yang lahan kering di perhatikan soalnya sehebat hebatnja Tampa ada air sulit kita berhasil kalau saya di tlpn saya akan berbicara tentang pertanian untuk kemakmuran rakyat kecil,2025-04-28T03:47:47Z,0,assalamualaikum warahmatullahi barakatuh tolong air petani desa desa lahan kering perhatikan sehebat hebatnja tampa air sulit berhasil tlpn berbicara pertanian kemakmuran rakyat,255,177,22
Ugwxzd0YrgeT69cYm2N4AaABAg,@Firman-g6y,Assalamualaikum warahmatullahi barakatuh pak presiden Prabowo tolong perhatikan anak anak kita sudah bertahun tahun magang tolong di perhatikan,2025-04-28T03:20:28Z,0,assalamualaikum warahmatullahi barakatuh presiden prabowo tolong perhatikan anak anak bertahun magang tolong perhatikan,143,119,13
UgzEsKELKHjez_91mH54AaABAg,@jailanimakasihdoanyasemuan2337,Gula awal pahit ahirnya apa kmu rasa rakyat ku,2025-04-28T03:10:26Z,0,gula pahit ahirnya kmu rakyat,46,29,5
UgyPNdSZXkWuQ-Cu2hl4AaABAg,@jailanimakasihdoanyasemuan2337,Intelijen bowo apa kmu lanjut kan joko widodo yg sdh gagal tdk repot repot  lagi jgn sampai 3x,2025-04-28T03:09:02Z,0,intelijen bowo kmu joko widodo sdh gagal tdk repot repot jgn,94,60,11
UgxX_GsnRkfg0i-y3W94AaABAg,@muhammadfaza2654,HALO PRABOWO SAYA BUTUH MAKANSIANG GRATIS,2025-04-28T02:40:49Z,0,halo prabowo butuh makansiang gratis,41,36,5
UgyQWq94gV2nc6JZ5Cl4AaABAg,@Arutoranumber7,"1:19:23 
""Awewewek""
😂😂😂

Tapi dari keseluruhan tanya jawab ini saya jadi mengerti bahwa....",2025-04-28T00:21:59Z,0,awewewek mengerti,91,17,2
UgwWMUKJGu9a9NSNsqF4AaABAg,@wiroutomo4284,"Korupsi dengan cara mempersulit pengurusan tanah seperti di desa Damarsi, kec Buduran, kab  Sidoarjo . Ada mafia tanah dengan cara membuat perdes perdes yg merampas tanah gogol , undang undang yg diterapkan adalah undang undang kolonial belanda , jadi rakyat dipersulit oles Kades dan BPD dengan cara membuat perdes yg berlawanan dengan Land reform yg sdh reform beberapa kali.
Jadi sawah gogol rakyat dipersulit mendaftar saja ke BPN. Tolong bantu aparat yg berwajib untuk menindak lanjuti
Terima kasih",2025-04-28T00:12:55Z,1,korupsi mempersulit pengurusan tanah desa damarsi kec buduran kab sidoarjo mafia tanah perdes perdes merampas tanah gogol undang undang diterapkan undang undang kolonial belanda rakyat dipersulit oles kades bpd perdes berlawanan land reform sdh reform kali sawah gogol rakyat dipersulit mendaftar bpn tolong bantu aparat berwajib menindak lanjuti terima kasih,503,359,50
UgwE8fI1EBhpAYjDzu54AaABAg,@Ludialolopayung-oc2tg,"Tuhan melindungi Bapak Presiden Bapak Prabowo, menjagai, melindungi dlm segala kepemimpinanya",2025-04-27T23:36:04Z,0,tuhan melindungi presiden prabowo menjagai melindungi dlm kepemimpinanya,93,72,8
UgxlPP_OeNIc-VdqjdF4AaABAg,@ElangSamudra-mj2fw,Online sih iya tp apa artinya kl tdk ada pengawasan msh saja di permainkan org dlm pak ujung ujungnya sogokan,2025-04-27T20:22:16Z,0,online sih iya tdk pengawasan msh permainkan org dlm ujung ujungnya sogokan,109,75,12
Ugyz-5ruVsf0cXvnz554AaABAg,@video.sembilan,"Kapan eksklusif sama wakilnya saja ""Gibran"" pingin tahu pengalamannya selama jadi wakil presiden",2025-04-27T19:57:00Z,0,eksklusif wakilnya gibran pingin pengalamannya wakil presiden,96,61,7
UgwPB1ubyo0c_EpA6dd4AaABAg,@aziznurulhajji4684,"terkendali nd4smu, semongko 50ewu, minyak goreng 2 liter 40an ribu, beras 5 kilo 75 rb, ngomong seng a?",2025-04-27T19:19:29Z,0,terkendali smu semongko ewu minyak goreng liter ribu beras kilo ngomong seng,103,76,12
Ugyl0yYsOi8fzLik4VZ4AaABAg,@akbarnfp5828,mega wati terlalu bnyak menjual aset negara,2025-04-27T17:32:47Z,0,mega wati bnyak menjual aset negara,43,35,6
UgxqSXVHmdBAKUVs7x54AaABAg,@kvinn6321,"Yang komen ngejelekin Prabowo, pasti nonton nya ngk smpe selesai😂",2025-04-27T17:28:00Z,0,komen ngejelekin prabowo nonton nya ngk smpe selesai,65,52,8
UgywL3JrKLs2F5Gakg94AaABAg,@SuciAnisa-c9e,Setiap kata yg keluar dari bapak saya istigfar😊,2025-04-27T17:04:28Z,0,istigfar,47,8,1
UgynidIm0UxqEVd7bgl4AaABAg,@bangdodo-lq1uv,Sampai menit 49 belum nemu apa artinya ini dialog😢😢😢,2025-04-27T16:06:43Z,0,menit nemu dialog,52,17,3
UgyAmbPajiVUN3qoj9B4AaABAg,@iqk_mdwm2685,susah nangkep pointnya 😭,2025-04-27T16:00:26Z,0,susah nangkep pointnya,24,22,3
UgzOxq3X50iJEPj1W7R4AaABAg,@Anakmeme28,mending gw aja deh yang ngomong pak klo ga bisa ngomong,2025-04-27T15:48:13Z,0,mending aja deh ngomong klo ngomong,55,35,6
UgxcwV5QHEMOI_jqJ3N4AaABAg,@refanasmadi7044,Indonesia emas 2045 (bagi pejabat dan jajaran petingi-petinginya),2025-04-27T15:39:01Z,0,indonesia emas pejabat jajaran petingi petinginya,65,49,6
UgxgFyq86BuTj2Huo9h4AaABAg,@RianDadi-z2x,"Hukuman mati untuk koruptor itu sya kira sangat efisien,bagaimana caranya? Disini sya menggunakan istilah ""TAHANAN HUKUM"" artinya pada masa tahanan pertama koruptor dijatuhi hukum seadil-adilnya,setelah dibebaskan akan menjadi ""TAHANAN HUKUM"" maksudnya yaitu mantan koruptor tersebut akan dipantau selama masa hidupnya,jika beliau kedapatan melakukan kasus yang artinya merugikan Negara,maka hukum akan mengambil tindakan tegas yaitu dengan hukuman mati,sekecil dan sebesar apapun kasusnya,harus ditindak setegas-tegasnya...sya kira ini dapat mempersempit kesempatan para koruptor untuk melakukan korupsi ataupun mencegah koruptor melakukan hal yang sama,,sya sebagai RAKYAT YANG DIRESAHKAN menganggap hukuman tersebut sangat efisien,dan untuk anak dan istrinya Negara bisa memberikan kompensasi yg tdk selamanya dengan uang tetapi dengan memberikan pekerjaan atau modal bisnis yg pantas agar mereka boleh merasakan hal yg sama yang dirasakan rakyat pada umumnya........",2025-04-27T13:24:50Z,0,hukuman mati koruptor sya efisien sya istilah tahanan hukum tahanan koruptor dijatuhi hukum seadil adilnya dibebaskan tahanan hukum maksudnya mantan koruptor dipantau hidupnya beliau kedapatan merugikan negara hukum mengambil tindakan hukuman mati apapun kasusnya ditindak setegas sya mempersempit kesempatan koruptor korupsi mencegah koruptor sya rakyat diresahkan menganggap hukuman efisien anak istrinya negara kompensasi tdk uang pekerjaan modal bisnis merasakan dirasakan rakyat,970,483,61
UgzjFVpx6YpfTRy4q3B4AaABAg,@PahriantoAnto-s3p,Koruptor yg sudah di tangkap apa ceritanya kenapa harus ijazah Jokowi yg di urus mengalihkan masalah koropsi,2025-04-27T12:21:02Z,0,koruptor tangkap ceritanya ijazah jokowi urus mengalihkan koropsi,108,65,8
UgxkTdHnJR0XnqJorQ54AaABAg,@AlenkaaNur,"Request gibran, udah subrek",2025-04-27T12:12:43Z,0,request gibran udah subrek,27,26,4
UgyapOzdR7Ewizo4uup4AaABAg,@sudarsonosudarsono6226,"Satu lg pak Prabowo..bukak lahan .. Gandum spy..bisa menampung pengangguran...dan sawit , karet , jagung, sagu, dlln..termasuk Jarak ,..❤❤❤❤🎉🎉🎉🎉",2025-04-27T12:12:38Z,0,prabowo bukak lahan gandum spy menampung pengangguran sawit karet jagung sagu dlln jarak,144,88,13
UgyN42LT0vmosEGguil4AaABAg,@sutrisno-m7v1g,"tolonng tanah yg belum dibangun  supaya ditanami orang,, butuh kerja",2025-04-27T11:16:48Z,0,tolonng tanah dibangun ditanami orang butuh kerja,68,49,7
UgwXBpbWFemU9BiAHLl4AaABAg,@sutrisno-m7v1g,terima kasih pak harga gabah lumayan pak,2025-04-27T11:14:26Z,0,terima kasih harga gabah lumayan,40,32,5
UgzxTNLuLD0Es4nQpvR4AaABAg,@novaljeni1874,Isi nya daging semua cuma busuk 😂😂😂😂😂😂,2025-04-27T10:36:21Z,0,isi nya daging busuk,38,20,4
UgwtSB0G62RobGtRIEd4AaABAg,@SumBada-o1i,tolong  bapa prabowo presiden  kita turun  ke desa ya pa,2025-04-27T10:34:04Z,0,tolong bapa prabowo presiden turun desa,56,39,6
UgxaAAxXKJZa7x7mSZ14AaABAg,@NisaPutri-z9y,kaget .nanti .mungkin ..dulu .sll,2025-04-27T08:41:06Z,0,kaget sll,33,9,2
Ugz2QTESDq-PYkYz6bh4AaABAg,@MbahLis-jm2zg,PAK PRESIDEN PRABOWO SUBIYANTO. PAK GIBRAN JANGAN DI COPOT SEBAGAI WAPRES.,2025-04-27T07:09:36Z,0,presiden prabowo subiyanto gibran copot wapres,74,46,6
Ugz7E0e_-qI2E_xh5b94AaABAg,@samsugksa328,Korupsi itu bukan kekurangan gaji pak tapi keserakahan,2025-04-27T06:33:19Z,0,korupsi kekurangan gaji keserakahan,54,35,4
UgxFrLeNx7H9dPx-puR4AaABAg,@Muhamadyusuf-n9s,Alah Sumatra aja belum Ada.,2025-04-27T06:21:18Z,0,alah sumatra aja,27,16,3
Ugzry16vR-QdKM4ahQ94AaABAg,@srimiyatun7651,Presidenku sehat sehat,2025-04-27T06:17:44Z,0,presidenku sehat sehat,22,22,3
Ugw-7ZFzx473fJdkJld4AaABAg,@MasNin-c2e,Masih ada cmprtg pndahulu😂,2025-04-27T05:50:24Z,0,cmprtg pndahulu,26,15,2
UgywMYIs0bGbTKmd0ZV4AaABAg,@samsugksa328,Udah pak jangan omon² terus coba kali² turun ke masyarakat biar tau apa sebenarnya yg trjadi😂,2025-04-27T04:13:50Z,0,udah omon² coba kali² turun masyarakat biar tau trjadi,93,54,9
UgzHJ7sarnNbnuqHyQ94AaABAg,@lenasilaban6028,Mantap 👍👍👍👍👍❤️🙏,2025-04-27T02:08:00Z,0,mantap,15,6,1
Ugwj-KalUMdDdT4evcl4AaABAg,@lenasilaban6028,Sehat selalu pak Prabowo Subianto presiden 👍❤️❤️❤️💪⛱️⛱️⛱️🇮🇩💪🙏,2025-04-27T01:10:38Z,0,sehat prabowo subianto presiden,61,31,4
UgwwYp6EEayeqynYuhl4AaABAg,@KornelisSigin-gj8lr,"Tdk ada pikiran yg menyamakan Prabowo subianto. Dan Gibran. 
Ini sangat cemerlang,  di minta Malahan Gibran diminta mundur, 
Memang suara orang Kalah Pilpres.",2025-04-27T00:43:15Z,0,tdk pikiran menyamakan prabowo subianto gibran cemerlang gibran mundur suara orang kalah pilpres,158,96,13
UgyhT4dJBZRdOLax2ex4AaABAg,@MugimanNabire,Mantab bapak presiden kita Prabowo di jiwannya ada ratu adil immammahdy takbir allohuakbar,2025-04-27T00:13:37Z,0,mantab presiden prabowo jiwannya ratu adil immammahdy takbir allohuakbar,90,72,9
Ugzaqw7hyBpyCmbksip4AaABAg,@PoedjieLaksono80,"Saya kesini bukan mau nonton videonya, tapi cuma mau bacain komentar2nya, sumpah saya ga bohong!",2025-04-26T23:20:54Z,0,kesini nonton videonya bacain komentar nya sumpah bohong,96,56,8
UgxNZcs7Bo3pYc3xagx4AaABAg,@Elansutarlan-v5j,Prabowo ternyata gak sekuat imagenya,2025-04-26T21:45:37Z,0,prabowo gak sekuat imagenya,36,27,4
UgxnFQCeWon7mxZ6Ukp4AaABAg,@SamsuDin-h6q,"Polisi jalanan menjadi musuh rakyat petatufan uu perampasan aset  rakyat dim situasi ekonomi lemah 
Tks .",2025-04-26T20:36:36Z,0,polisi jalanan musuh rakyat petatufan perampasan aset rakyat dim situasi ekonomi lemah tks,105,90,13
UgzRKPiptx9Hd8gTfot4AaABAg,@firdausmuhammad6129,apaansi ga nyambung wo,2025-04-26T20:02:47Z,0,apaansi nyambung,22,16,2
